Employee_ID,Full_Name,Gender,Age,Department,Salary,Join_Date,City,Phone_Number,Performance_Score
EMP0897,Sana Siddiqui,M,24,IT,84658,2012-10-23,Multan,+92-3039089965,1
EMP0898,Usman Akhtar,Female,39,Sales,247081,29-12-2022,Karachi,03011984025,7
EMP0899,Rizwan Hameed,Male,34,IT,44949,2019-11-23,Islamabad,03274457754,100
EMP0900,Shahid Siddiqui,M,36,H.R.,72992,Not Available,Karachi,03059865975,55
EMP0901,,,,,,,,,
EMP0902,Shazia Ansari,Male,46,Finance,90376,08/02/2022,Peshawar,,98
EMP0903,Hina Saleem,M,45,HR,122849,2014-11-15,Karachi,03178960359,37
EMP0904,Ali  Baig,Male,44,Marketing,248616,2022-10-09,Karachi,Not Given,75
EMP0905,Salma Rehman,MALE,22,Fin,fifty thousand,2020-11-17,Lahore,03369945416,77
EMP0906,Zainab Ansari,Female,23,Marketing,188798,2018-01-27,rawalpindi,0300XXXXXXX,8
EMP0907,Muhammad Anwar,Male,8,sales,162638,2011-06-20,Quetta,03358385021,40
EMP0908,Samina Saleem,Female,53,IT,238153,2014-06-16,Multan,03139536435,4
EMP0909,Tahira Ansari,male ,forty,HR,131954,Jan 2020,Islambad,03471740969,25
EMP0910,Majid Ahmed,Female,59,sales,93973,2021-07-11,Gujranwala,03160801453,16
EMP0911,Rukhsar Ali,Male,54,Finance,161766,2016-04-26,Rawalpindi,003255821717,19
EMP0912,Ahmed Farooq,Female,28,Operations,48851,02/14/2010,Peshawar,N/A,4
EMP0913,AHMED HASHMI,Male,5,HR,231973,2010-09-29,Peshawar,003361441320,71
EMP0914,Imran Zaidi,Male,44,IT,185490,10/08/2018,Quetta,03072618567,96
EMP0915,Hassan Hameed,Female,31,Operations,82434,31-05-2013,Sialkot,03150839673,72
EMP0916,Khadija Anwar,Male,33,IT,65175,2013-09-06,Faisalabad,0346 472 3538,98
EMP0917,Tariq,Male,58,Finance,242688,2016-11-14,Rawalpindi,03095092418,47
EMP0918,Ahmed Sheikh,Female,54,Finance,35957,16-06-2023,Karachi ,003439391511,64
EMP0919,Sana Baig,Female,43,Marketing,Rs. 81467,2015-06-10,Quetta,003147295798,34
EMP0920,Farah Zaidi,Male,24,IT,229637,2019-04-03,Sialkot,03467149990,95
EMP0921,Irfan Aziz,Male,49,Marketing,"$59,720",2019-08-03,Multan,03310664949,38
EMP0922,Bilal Hameed,Female,47,HR,180672,2022-12-03,Peshawar,03419491470,62
EMP0923,Hina Farooq,FEMALE,thirty,Operations,166889,2015-10-27,Islamabad,03294842464,94
EMP0924,Farah  Iqbal,Male,54,IT,144212,2012-04-16,Islamabad,03417598605,75
EMP0925,Rabia Hameed,Female,31,Marketing,142829,2022-02-26,Islamabad,03234963860,30
EMP0926,Parveen Qureshi,Female,58,IT,1000,2011-01-24,Multan,003268074117,39
EMP0927,Tahira Yousuf,Male,,IT,238829,15/11/2015,rawalpindi,0312 108 1940,53
EMP0928,Hassan Malik,Male,50,Sale,121667,2018-09-13,Faisalabad,+92-3175478354,94
EMP0929,Sadia Rizvi,Female,50,HR,143171,2021-01-07,Sialkot,03447303947,62
EMP0930,Sana Kiani,Male,40,IT,122548,2011-07-06,Rawalpindi,0311 731 6042,79
EMP0931, Ali Sheikh ,Female,56,HR,91846,2015-02-10,Islamabad,03321245841,79
EMP0932,Kamran Ali,Male,52,Operations,,2020/25/12,Rawalpindi,03483175374,500
EMP0933,Muhammad Ansari,F,41,Finance,111702,2010-02-16,Gujranwala,03165542411,83
EMP0934, Hassan Rehman ,Male,28,MKTG,233034,2011-11-27,karachi,03346923094,22
EMP0935,Samina Aslam,Female,35,HR,148094,2015-06-22,Rawalpindi,03180561155,57
EMP0936,Rizwan Ahmed,Female,40,Marketing,240860,2021-03-04,Gujranwala,0322-007-3485,45
EMP0937,Samina,Female,48,Operations,172170,---,Queta,03151314124,48
EMP0938,Omar Mirza,Male,55,Marketing,209252,2014-04-09,Karachi,03463884756,3.5
EMP0939,Usman Saleem,female,56,HR,,11/05/2019,Gujranwala,03465454417,61
EMP0940,fatima qureshi,Female,31,Finance,,2021-03-28,Karachi,0315-508-6729,96
EMP0941,Ahmed Kiani,Female,58,Marketing,112538,2010-07-28,Quetta,03245386115,72
EMP0942,Waqar Malik,Female,27,IT,199230,2019-11-15,Lahore,+92-3272751921,25
EMP0943,Sana Farooq,Male,60,Sales,179866,2015-08-22,Islamabad,003288621217,-5
EMP0944,Waqar Durrani,male,59,HR,41060,2010-01-04,Quetta,03313230673,-1
EMP0945,Waqar Aslam,male,38,Finance,60698,06/27/2013,Islamabad,+92-3214985096,42
EMP0946,Akram Farooq,Male,54,Marketing,,2015-05-04,Islamabad,03095469933,70
EMP0947,Ahmed Hussain,Female,,Marketing,245701,2022-12-15,Quetta,N/A,38
EMP0948, Ali Akhtar ,Male,37,Operations,34598,2017-10-21,Multan,03115645571,29
EMP0949,Majid Zaidi,Female,27,IT,52743,TBD,Gujranwala,03063198276,5
EMP0950,noreen aslam,Female,39,Operations,192366,2022-04-29,Rawalpind,03440694764,2.8
EMP0951,Shahid Rizvi,Female,28,operations,30488,2017-12-24,Multan ,0300XXXXXXX,99
EMP0952,Noreen Baig,female,57,Marketing,Rs. 129863,2022-09-13,Islamabad,0316 507 8472,40
EMP0953,Mariam Ahmed,Female,39,Finance,76304,2016-05-07,Quetta,03285055974,80
EMP0954,Imran Zaidi,female ,57,HR,156136-,2019-08-25,Multan,0339-655-1818,73
EMP0955,Parveen Mehmood,Male,52,Marketing,153938,2015-09-06,Islamabad,03192666190,Poor
EMP0956,Hassan Yousuf,Male,59,Operations ,83909,2019-07-04,Sialkot,0345 003 7019,48
EMP0957,Omar Khan,Female,,Marketing,,19-11-2022,Peshawar,003113549093,57
EMP0958,Faisal Anwar,Female,36,Sales,,31/12/2021,Multan,03497609388,
EMP0959,Shazia Durrani,Female,23,Operations ,216167,2020-08-04,Gujranwala,03094081951,44
EMP0960,Arif Yousuf,Male,51,IT,242121,08/22/2012,Rawalpindi,0332-256-8973,10
EMP0961,Akram Akhtar,female,,Operations,62930,2023-03-26,Peshawar,,25
EMP0962,Rukhsar Sheikh,Female,52,Finance,82733,"March 15, 2019",Rawalpindi,03427514300,78
EMP0963, Hina Mirza ,Female,57,Finance,173884,2018-01-21,Rawalpindi,,8
EMP0964,Nadia Malik,Female,54,Finance,91884,,Islamabad,,67
EMP0965,Rabia Saleem,M,27,it,177761,2015-12-18,Lahore,03198236069,43
EMP0966,Salma Siddiqui,Male,28,Marketing,189859,13/09/2017,Islamabad,03086534666,Excellent
EMP0967,Akram Raza,female ,22,operations,116078,2013-11-03,Karachi,03331058796,82
EMP0968,Majid Malik,Female,46,IT,119667,2021-07-18,Karachi,03372474755,91
EMP0969,Samina Sheikh,Female,47,HR,Rs. 197592,2013-11-14,Sialkot,03294456570,91
EMP0970,Irfan Hashmi,Male,27,IT,189398,32-13-2020,Islamabad,0333 399 4037,52
EMP0971,Hassan Rizvi,Male,28,Operations,99044,2013-10-07,Rawalpindi,03053938941,88
EMP0972,Usman Siddiqui,Male,24,Finance,154094,,Lahore,03174714670,96
EMP0973,Bilal Ahmed,Female,40,Operations,96464,32-13-2020,,03331462714,42
EMP0974,Hassan Ali,Female,thirty,Sales,145923,2022-05-23,Lahore,03497839168,79
EMP0975,Tahira Ahmed,Female,39,IT,76847,2014-05-13,Peshawar,03473092709,94
EMP0976,Noreen,Male,41,Operations,88116,2016-05-21,Multan,03353333288,99
EMP0977,majid akhtar,Female,25,HR,47505-,2019-02-14,Gujranwala,03345934752,13
EMP0978,Omar Sheikh,Male,49,IT,5000000,2010-08-27,Islamabad,03111726506,92
EMP0979,Omar Ali,Female,40,Marketing,209254,N/A,Islamabad,0337 938 2055,35
EMP0980,Arif Durrani,Female,,Finance,173167,,Rawalpindi,0345-960-5688,62
EMP0981,Majid Jafri,Female,39,IT,204389,Jan 2020,Rawalpindi,0337 171 1396,26
EMP0982,Asad Saleem,Female,56,IT,93945,2011-12-01,Multan,03263796351,10
EMP0983,Sadia Ahmed,male ,43,,205333,2017-12-07,Peshawar,03218218152,97
EMP0984,Mariam Yousuf,Female,50,Operations,166241,2015-06-22,Islamabad,03439649462,96
EMP0985,Farah Javed,male,56,IT,120363,2013-06-14,Faisalabad,03061517012,78
EMP0986, Mariam Butt ,Female,twenty-five,Marketing,75337,2016-02-06,Gujranwala,0325-635-2153,79
EMP0987,Waqar Butt,female ,23,Marketing,5000000,N/A,Multan,03323456666,
EMP0988,Shahid Yousuf,Female,31,HR,,2014-04-09,Rawalpindi,003310033114,68
EMP0989,Salma Zaidi,Female,39,HR,90746,2014-10-17,Islamabad,03025236678,53
EMP0990,Omar Butt,Male,,FINANCE,91772,2014-03-11,Gujranwala,03238694966,70
EMP0991,Sadia Kiani,Male,,HR,230300,2010-06-29,Multan,03146059588,40
EMP0992,Akram Durrani,Male,30,Operations,61510,2012-08-12,Islamabad,03142842080,83
EMP0993,Majid Aslam,Male,27,Finance,129564,2010-02-10,Lahore,03050602354,24
EMP0994,Irfan Zaidi,female,58,IT ,218594,2012-04-10,Multan,03213298373,76
EMP0995,Kamran Rehman,female,39,Marketing,197860,07-09-2018,Gujranwala,03218485147,Poor
EMP0996,ARIF RAZA,Male,22,Sales,161000-,2013-04-06,Sialkot,03495054536,-10
EMP0997,Tariq Anwar,female ,41,Sales,79990,2012-05-07,Islamabad,03385896671,45
EMP0998,Rizwan Kiani,M,32,HR,162346,2014-01-13,Quetta,003080437142,39
EMP0999,Arif Hussain,Female,34,Sales,189542,2021-11-14,Gujranwala,03420610410,96
EMP1000,Faisal Rehman,Female,43,Sales,212723,,Peshawar,003285910969,12
EMP1001, Hina Anwar ,male,,IT,87303,2011-03-30,Islamabad,03113409779,Excellent
EMP1002,Naveed Hameed,Female,31,HR,,01-08-2019,Gujranwala,03350018778,25
EMP1003,Bilal  Naqvi,Male,43,Sales,120142,2010-07-08,Rawalpindi,0323 694 9872,31
EMP1004,Kamran Mehmood,Male,32,Finance,105742,2016-06-23,Quetta,N/A,68
EMP1005,Hassan Siddiqui,M,53,HR,Rs. 163610,TBD,Faisalabad,03318978692,87
EMP1006,Hassan Akhtar,Male,forty,,46314,2011-06-05,Islamabad,03027360763,62
EMP1007,Naveed Rizvi,Female,25,Sales,200504,2014-03-10,QUETTA,03372391538,76
EMP1008,Fatima Yousuf,F,27,HR,87051,2020-04-21,Karachi,N/A,14
EMP1009,Noreen Jafri,FEMALE,52,Sales,"$126,284",03/04/2020,Sialkot,,36
EMP1010,Sadia Jafri,Female,45,Sales,165590,2016-01-16,Faisalabad,03384622089,Good
EMP1011,,,,,,,,,
EMP1012,BILAL SIDDIQUI,Female,60,Sales,Rs. 115599,TBD,Karachi,03293360580,80
EMP1013,Usman,Male,24,SALES,209273,Jan 2020,Sialkot,,90
EMP1014,Nasreen Butt,Male,55,HR,214553,2012-04-25,Karachi,03130906603,23
EMP1015,Sadia Ahmed,F,60,IT,63304,2021-10-05,Multan,03188918373,96
EMP1016,Kamran,Male,,,195514,2020/25/12,Islambad,+92-3088897503,4.2
EMP1017,Akram Anwar,Female,35,Marketing,232823,2017-07-22,Karachi,03393177753,76
EMP1018,Rizwan Aziz,MALE,56,Finance,"$47,668",2010-08-29,Islamabad,03189862482,28
EMP1019, Asad Qureshi ,Female,42,Finance,203346,2022-06-21,Lahore,03312152239,35
EMP1020,Muhammad Ali,Male,59,Operations,210409,2023-01-24,Lahore ,03445154848,10
EMP1021,Imran Mehmood,Male,49,HR,247068,2020-08-28,Rawalpindi,+92-3283068652,42
EMP1022, Akram Qureshi ,MALE,52,Sales,"$63,234",2020-09-26,Lahore,03091504474,2
EMP1023,Farah Malik,Female,40,Operations,68412,2020-02-20,Faisalabad,0335 005 0708,66
EMP1024,Omar  Naqvi,Male,41,Finance,64131,2011-11-21,Rawalpindi,03496261359,88
EMP1025,kamran anwar,Female,49,Operations,134507,2015-05-26,lahore,0324 578 3614,91
EMP1026,Farah Khan,Female,150,HR,"$177,217",2022-11-03,Lahor,003317097304,79
EMP1027,Zainab Akhtar,Female,50,,174450,2011-11-19,,03237569527,46
EMP1028,Arif Mirza,Female,49,IT,190550,16-04-2021,Gujranwala,03495493503,17
EMP1029,Tahira Mehmood,F,33,Sales,169867,2010-12-09,Lahore,03232745303,14
EMP1030,Parveen Aslam,Male,29,IT,"$140,956",2013-02-17,Multn,03383810099,66
EMP1031,Irfan Durrani,Male,22,Finance,5000000,2019-07-15,islamabad,,45
EMP1032,Javed Rizvi,Male,51,Marketing,one lakh,2022-03-25,Islambad,03135074424,Good
EMP1033,Shazia Anwar,Male,22,Finance,128043,2019-11-06,,03070439581,74
EMP1034,Fatima Naqvi,Male,59,Marketing,186052,2021-09-16,Gujranwala,03040513661,99
EMP1035,Shahid Rizvi,Male,28,HR,161017,08/13/2016,Islamabad,03143407750,91
EMP1036,Sadia Rizvi,Female,50,Finance,1000,2012-12-07,Faisalabad,0311 633 3941,6
EMP1037,Asad Siddiqui,Female,forty,Sales,141124,2019-01-14,Quetta,03195583659,88
EMP1038,Muhammad Siddiqui,Female,60,Finance,1000,12/12/2022,Peshawar,03191618861,55
EMP1039,Arif Hameed,female ,22,Operations,62307,2017-01-12,Sialkot,03287881130,82
EMP1040,Tariq Kiani,Male,29,Operations,"$150,483",2020-08-18,Sialkot,03033254918,49
EMP1041,rabia iqbal,Male,,Marketing,197014,2020-01-30,multan,03075184646,24
EMP1042,farah durrani,FEMALE,24,Operations,,2023-01-18,Sialkot,03134235418,82
EMP1043,Ayesha Jafri,Male,,,249355,2019-08-11,Karachi	,03025142946,36
EMP1044,Hina Zaidi,Female,52,H.R.,136579,2016-04-12,Faisalabad,03042099757,20
EMP1045,Salma Siddiqui,Male,30,Marketing,one lakh,2022-06-26,Multan,03140601506,-5
EMP1046,parveen iqbal,Male,37,,109185,,Peshawar,03447574371,51
EMP1047,Khadija Malik,Male,60,Finance,25002,2014-02-01,Islamabad,0302 495 7006,18
EMP1048,Khadija Javed,Female,53,Operations,N/A,Jan 2020,Quetta,03299029797,61
EMP1049,Imran Sheikh,Male,36,IT,100199,2020-03-21,Rwp,03146303495,72
EMP1050,FATIMA REHMAN,Female,53,Marketing,127433,11/18/2016,Gujranwala,,7
EMP1051,Javed Javed,F,43,Sales,,2011-12-06,Quetta,03436612148,75
EMP1052,Tariq Mehmood,Male,37,HR,500,,Quetta,03281949589,75
EMP1053,Mariam Aziz,Female,24,It,176852,2022-09-27,Multan,03415309049,15
EMP1054,Noreen Jafri,male,28,Operations,31666-,N/A,Islambad,003486676742,73
EMP1055,Hina Kiani,Female,45,Marketing,,2016-03-13,Multan,03337945099,9
EMP1056,Javed Hashmi,Male,46,Sales,114905,,Islamabad,03020218687,48
EMP1057,Nadia Yousuf,Male,34,IT,146419,2014-09-04,,003410324854,34
EMP1058,Imran Zaidi,Male,22,Sales,56363,2010-06-24,Rawalpindi,+92-3170147892,76
EMP1059,Imran  Yousuf,MALE,54,HR,221435,2022-04-06,Gujranwala,03160950398,2.8
EMP1060,Javed Hameed,Male,58,HR,80668,2013-02-02,Sialkot,03259828955,30
EMP1061,Rabia Ansari,Male,40,HR,201207,32-13-2020,Rawalpindi,03413233001,28
EMP1062,Noreen Aziz,Male,26,Finance,178516,2020-12-18,Karachi,0317-452-2685,42
EMP1063,Shahid Naqvi,Female,50,H.R.,500,2023-05-16,Islamabad,03030664729,38
EMP1064,Asad Yousuf,Female,-10,,133398,13-06-2022,,03133504891,28
EMP1065,Muhammad Yousuf,Male,32,HR,185156,2017-06-15,Rawalpindi,0324-895-9030,4
EMP1066,Muhammad  Farooq,Female,52,Fin,150793,2013-07-29,Sialkot,03329544638,13
EMP1067,Imran Rizvi,F,56,Sales,198770,2023-03-16,Rawalpindi,03336375893,47
EMP1068,Faisal Hameed,Female,,IT,135229,2016-06-06,Islamabad,03084113583,-1
EMP1069,Tahira Ahmed,Male,53,,159370,---,Faisalabad,03322598111,3.5
EMP1070,Nadia  Rizvi,Female,31,HR,38347,2019-09-04,KARACHI,0303 483 2894,43
EMP1071,Farah Yousuf,Female,,HR,66808,2021-08-29,Pesh,03331331521,
EMP1072, Kamran Siddiqui ,MALE,10,Sales,131569,20-03-2018,Lahore,03116069615,7
EMP1073,Nadia Javed,Male,53,Operations,,2020/25/12,Faisalabad,0349-684-4331,4.2
EMP1074,Zainab Rizvi,Male,44,Sales,141673,2011-10-31,Lahore,03056814976,95
EMP1075,Muhammad Hussain,male,27,Operations,114495,2018-11-10,Rawalpindi,03483653235,81
EMP1076,Majid Farooq,Female,41,HR,68038,,Karachi ,03084939715,32
EMP1077,Mariam Ahmed,Female,39,IT,Rs. 144266,2013-08-02,Sialkot,03333714390,45
EMP1078,Zainab Aslam,Male,59,Sales,141566,2012-11-16,Rawalpindi ,003031065267,3
EMP1079,Majid Qureshi,Male,52,IT,65856,2023-07-25,Sialkot,03299078726,26
EMP1080,Tahira Jafri,Male,32,,66907,2011-05-08,Quetta,0300XXXXXXX,89
EMP1081,Khadija Jafri,Male,46,MKTG,131216,2010-11-29,Lahore,03365990141,27
EMP1082,Parveen Khan,Male,-10,Marketing,90205,2019-03-01,Lahore,03155374164,67
EMP1083,Parveen Naqvi,F,35,it,136865,2022-12-06,Sialkot,003188795817,88
EMP1084,Javed Mehmood,Female,34,Sales,240371,2015-09-18,Sialkot,03271471521,49
EMP1085,Fatima Butt,Male,50,IT,113552,26-10-2016,Karachi,03434203842,22
EMP1086, Hina Hameed ,Male,34,Finance,159544,2012-06-03,Lahore,03326524119,150
EMP1087,Hina Zaidi,Female,52,H.R.,136579,2016-04-12,Faisalabad,03042099757,20
EMP1088,SANA RAZA,female,30,IT,37844,2016-06-08,Islamabad,+92-3450681370,34
EMP1089,Kamran Hussain,Female,52,,"$193,672",2022-02-15,Multan,03112267498,36
EMP1090,Imran Anwar,Female,39,Finance,1000,2020-07-07,Peshawar ,03428396177,44
EMP1091,Zainab Yousuf,Female,5,HR,5000000,2023-08-09,Lahore,0303 148 3603,47
EMP1092,Ali Hussain,Female,35,HR,207789,2014-09-18,Peshawar ,03138181320,-1
EMP1093,,,,,,,,,
EMP1094,NAVEED KIANI,Female,32,,133999,2013-11-13,Islamabad,03349535714,11
EMP1095,Parveen Raza,Male,twenty-five,Operations,126212,2014-01-28,Quetta ,03395928848,88
EMP1096,Salma  Hashmi,Female,26,IT,119044,Last Year,,03047775156,12
EMP1097,SHAHID ALI,Male,22,Mktg,221207,2017-12-25,Multan,0346-249-5636,6
EMP1098,SADIA ALI,Male,39,HR,148184,,Gujranwala,03411900620,48
EMP1099,,,,,,,,,
EMP1100,Omar Butt,Male,,FINANCE,91772,2014-03-11,Gujranwala,03238694966,70
EMP1101,ARIF AKHTAR,Male,48,IT,146950,---,Karachi,03238676458,73
EMP1102,Ahmed Anwar,Male,95,Sales,148290,2019-01-17,Peshawar,03355631522,55
EMP1103,TAHIRA RIZVI,Male,28,Operations,215617,01/04/2022,Peshawar,03241138547,83
EMP1104,Tahira Raza,Male,28,IT,110777,2010-11-09,Multan,03156271914,11
EMP1105,Shazia Saleem,Female,32,HR,"$162,125",2013-08-19,Karachi,03247554571,70
EMP1106,Naveed Malik,Female,twenty-five,HR,Rs. 147681,2021-04-08,Quetta,0346-599-9543,41
EMP1107,Mariam Raza,Female,,Sales,143166,2022-02-12,Peshawar,03166586109,50
EMP1108,Waqar Akhtar,Female,33,HR,132462-,2015-02-24,Gujranwala,03471762245,35
EMP1109,Shazia Ali,Male,thirty,IT,95707,2022-01-21,Islambad,03174565120,74
EMP1110,Arif Zaidi,Female,28,Sales,175909,2019-04-15,Quetta,03281982274,44
EMP1111,Shazia  Hussain,male ,39,Sales,247753,01-06-2019,Sialkot,03116186113,84
EMP1112,Shazia Ansari,Female,22,Sales,Rs. 170140,06-09-2019,Faisalabad,03276803099,27
EMP1113, Rukhsar Rehman ,Female,47,Sales,248110,2018-10-26,Islamabad,03376712978,92
EMP1114,Muhammad Sheikh,Female,43,H.R.,170424,2012-02-20,Islamabad,,65
EMP1115,Naveed Khan,Male,thirty,Operations,125144,2012-12-26,Lahore,03048150618,52
EMP1116,Samina Raza,Female,44,Marketing,226768,2013-11-28,Karachi,03461140399,42
EMP1117,Ayesha Kiani,Female,34,HR,107357,2015-04-30,Mltn,03284201737,77
EMP1118,Arif Kiani,M,34,Marketing,201739,07/30/2017,Islamabad,03098593293,54
EMP1119,Noreen Raza,Female,,HR,176985,2010-02-28,Gujranwala,,84
EMP1120,Tariq Yousuf,Female,56,Sales,26006,32-13-2020,Karachi,03387126347,58
EMP1121,Mariam Anwar,Male,52,IT,,,Rawalpindi,03350425346,35
EMP1122, Ayesha Sheikh ,Male,45,Operations,1000,2022-09-10,,03117279515,83
EMP1123,Ahmed Ali,FEMALE,31,OP,240332,Last Year,Sialkot,03099626514,36
EMP1124,Naveed Farooq,Male,28,Finance,41820,2011-11-25,Karachi,03232683880,53
EMP1125,Faisal Hameed,Female,25,,173999,2020-09-11,Peshawar,03436611921,49
EMP1126,Parveen Sheikh,Female,41,Marketing,111544,2011-07-06,Peshawer,03489004738,53
EMP1127,Irfan Hashmi,Female,30,Sales,97839,19/09/2012,Lahore ,03098264438,39
EMP1128,OMAR KIANI,Male,47,IT,232575,2022-05-06,islamabad,03449761155,Good
EMP1129,Shahid Naqvi,female,36,Sales,60983,,Sialkot,0344-368-5248,59
EMP1130,asad ali,Female,twenty-five,Marketing,238018,10/10/2013,Islamabad,03174931883,25
EMP1131,Rabia Butt,Male,58,Sales,113481,,Peshawar,03113029672,84
EMP1132,Imran Durrani,Male,,HR,72666,2013-04-16,Multan,003171708841,47
EMP1133,Majid Qureshi,Male,24,Fin,248389,2010-05-19,Peshawar,03313027327,11
EMP1134,Khadija Rizvi,Female,42,HR,98508,2018-07-06,,03452649180,39
EMP1135,Zainab Iqbal,Male,51,Operations,34841,2018-11-27,Quetta ,03328641879,87
EMP1136,Salma Hussain,Female,thirty,OP,140917,2012-01-20,quetta,,14
EMP1137,Khadija Ansari,Female,35,HR,167536,2012-08-04,Islamabad,03372661174,95
EMP1138,Majid Jafri,M,twenty-five,Operations,Rs. 93878,,Gujranwala,+92-3257825619,2.8
EMP1139,Ahmed Iqbal,Female,50,IT,Rs. 60900,2016-12-28,QUETTA,03037164831,94
EMP1140,Javed Butt,male,5,Finance,95067,2015-12-17,Karachi	,,35
EMP1141,Ayesha Malik,Male,29,IT,56182,2015-04-20,Karachi,03297470440,98
EMP1142,Noreen Mehmood,Male,,IT,"$91,560",2018-03-28,Karachi  ,03010172983,73
EMP1143,Irfan Naqvi,Male,40,,41959,Jan 2020,Peshawar,Not Given,27
EMP1144,Farah Ahmed,Female,37,Sales,47661,09/26/2013,Multan,003328728710,10
EMP1145,Sadia Malik,Female,33,Operations,Rs. 72466,2020-10-01,Sialkot,03298216545,91
EMP1146,Shazia Mehmood,Female,forty,Sales,,2020-05-04,Karachi,03276167563,
EMP1147,Tariq Baig,Male,34,Sales ,135193,21-09-2017,Multan,03081829418,78
EMP1148,Muhammad Hussain,Female,30,Sales,122769,2011-11-20,Lahore,03020247511,
EMP1149,Fatima Yousuf,M,30,IT,76854,17-09-2021,Islambad,03270025138,18
EMP1150,Nadia Hashmi,Female,56,Operations,189655,2015-12-21,Quetta,03219475948,76
EMP1151,Kamran Hussain,Male,51,Marketing,157377,2012-09-23,Peshawar,03351860882,4.2
EMP1152,Muhammad Butt,Female,,Marketing,175106,04/09/2021,Multan,03310394249,74
EMP1153,Usman Hashmi,Female,44,Marketing,Rs. 157581,2022-10-04,PESHAWAR,03032753536,55
EMP1154,Tariq Mehmood,Male,32,Operations,235729,2017-10-22,Islamabad,03210767842,2.8
EMP1155,Naveed Ahmed,Male,27,IT,191898,2018-04-08,Karachi,03434120341,66
EMP1156, Irfan Iqbal ,F,30,Marketing,141942,2013-09-24,Quetta,03061595935,97
EMP1157,Waqar Mehmood,Male,46,HR,109904,2022-11-28,Gujranwala,03367459568,Poor
EMP1158,Rukhsar Ali,Female,55,Marketing,130707,00-00-0000,Faisalabad,03287969595,4
EMP1159,Mariam  Mehmood,M,45,Finance,191041,2018-04-27,Karachi,03144194073,48
EMP1160, Nasreen Raza ,Female,41,Marketing,,2014-02-18,Faisalabad,03197914631,3
EMP1161,Rukhsar Aziz,M,49,HR,169233,2010-05-01,Sialkot,+92-3416542972,16
EMP1162,Faisal Hashmi,Female,30,Operations,222724,2011-06-02,Gujranwala,N/A,95
EMP1163, Rizwan Ahmed ,Female,34,it,214053,2022-02-04,Multan,03243056454,
EMP1164,Akram Baig,Female,46,IT,5000000,2016-11-17,Faisalabad,Not Given,24
EMP1165,Naveed Butt,Male,48,Marketing,115758-,2013-04-08,Rawalpindi,,43
EMP1166,Rabia Jafri,Female,35,HR,Rs. 39546,15-10-2011,Quetta,03431199787,80
EMP1167,Rukhsar Baig,Female,38,Mktg,98261,2018-12-13,Sialkot,03398765289,80
EMP1168,Salma Ali,F,54,Operations,1000,17/05/2015,Rawalpindi,03213339687,17
EMP1169,Nadia Ahmed,M,38,Finance,239099,2012-09-27,Faisalabad,03244911314,85
EMP1170,Sana Zaidi,Male,5,operations,246139,2022-06-14,Rawalpindi,0322 934 7463,
EMP1171,Sadia Baig,FEMALE,38,Sales,49505,2014-02-13,Quetta,03383674105,55
EMP1172,kamran qureshi,Female,,Finance,220289,2022-02-05,Islamabad,03061856982,13
EMP1173,Shazia Javed,FEMALE,31,Sales,179888,2016-12-21,Islamabad,03348872850,75
EMP1174,Muhammad Rizvi,male ,twenty-five,,90765-,2016-12-22,Rawalpindi,0312 707 0364,58
EMP1175,nadia yousuf,Male,44,HR,110815,2010-12-18,Sialkot,03375415306,200
EMP1176,Farah  Naqvi,Male,-5,HR,64991-,2010-09-09,Peshawer,03363265725,27
EMP1177,Rizwan Yousuf,Female,53,Operations,241091,02-09-2010,Quetta,03398837319,45
EMP1178, Akram Mehmood ,Female,29,Sales,,2018-11-12,KARACHI,03317861618,17
EMP1179,Arif Mehmood,MALE,46,Operations ,88016,2015-01-15,Sialkot,03376732339,84
EMP1180,Noreen Durrani,Female,48,Marketing,Rs. 63928,2010-10-05,Lahore,03088593456,84
EMP1181, Parveen Kiani ,Male,53,I.T.,Rs. 199859,2020-05-18,Lahore,03159499531,86
EMP1182,Shahid Khan,male,51,Marketing,149829,2011-06-25,Quetta ,03344338557,Poor
EMP1183,Khadija Butt,Female,thirty,IT,150011,2017-08-28,Lahore,003444759064,12
EMP1184,Salma Mehmood,Male,31,Finance,167948,2022-10-27,Lahore,0300XXXXXXX,23
EMP1185,Irfan Rizvi,MALE,31,Finance,"$183,911",2022-12-07,Peshawar,03183969286,67
EMP1186, Salma Siddiqui ,Male,34,Operations,62581,2019-02-19,Multan,03126434806,93
EMP1187,Fatima Javed,FEMALE,29,SALES,N/A,2014-05-07,Rawalpindi,03243027552,97
EMP1188,Ahmed Baig,Male,27,Finance,212968,,Faisalabad,03161202023,17
EMP1189, Mariam Saleem ,Female,39,Marketing,219273,2018-12-22,Gujranwala,+92-3064289660,94
EMP1190,Hassan Farooq,Male,26,HR,38420,2018-12-12,islamabad,0343 080 6860,
EMP1191,Parveen Raza,Male,29,Marketing,5000000,2011-09-02,Gujranwala,03050109750,69
EMP1192,Akram Ali,Female,47,HR,149912,2014-04-09,Peshawar,03241150478,29
EMP1193,Tariq Qureshi,male,44,IT,207814,2019-07-14,Karachi,003484013597,32
EMP1194,Imran Ali,Female,24,FINANCE,150497,2020-02-16,Islamabad,03463498812,1
EMP1195,Hassan Aslam,Female,46,HR,61090,09-05-2017,Multn,0300XXXXXXX,83
EMP1196,Hassan Jafri,Male,forty,IT ,119458,2020/25/12,Sialkot,03164813017,23
